ID,"??,??","CC,CC","00,00","FF,FF","C5,C5","10,6B","25,25","10,94","10,62","10,69","22,10","10,B0","10,10","FF,00","F4,10","00,FF","D5,10","B5,10","B7,10","38,38","6B,6B","06,F9","F9,F9","6B,10","F0,F0","D6,D6","94,10","62,10","B0,10","69,10","10,D5","10,22","10,F4","02,02","10,B5","10,B7","02,D6","F9,06","F0,01","06,06","8F,8F","04,04","A6,A6","38,04","D6,02","06,9F","75,DE","03,03","75,F5","75,87","02,8F","6C,30","75,41","2A,2A","91,91","95,04","25,3D","75,69","9C,04","06,71","06,19","D9,04","51,51","D4,D4","4A,4A","14,14","9D,9D","DB,DB","58,04","06,AF","04,38","06,BB","EF,EF","02,A3","02,1E","0B,0B","12,12","06,6C","4D,4D","BD,BD","75,75","9F,06","0C,0C","46,46","F5,75","DE,75","62,62","B6,B6","68,68","30,6C","EC,EC","87,75","69,75","8F,02","41,75","53,53","4B,11","33,33","43,00","04,95","04,9C","7E,7E","3D,25","19,06","71,06","18,18","04,D9","DD,DD","E9,E9","3B,3B","5E,5E","5D,5D","6D,6D","FD,8B","6C,06","01,F0","69,69","02,0E","AF,06","BB,06","F5,F5","C7,C7","20,20","39,39","04,58","06,D4","4B,3C","40,40","04,C5","89,89","01,01","02,70","7D,7D","FC,FC","A3,02","06,F7","1E,02","11,4B","02,64","C4,C4","50,50","02,5A","6A,6A","06,1A","02,F1","C1,C1","0F,0F","48,48","06,25","6D,46","08,08","FD,46","95,46","B8,46","C3,C3","56,56","60,F3","02,DF","60,2A","7B,46","60,9F","74,74","60,4B","02,C8","55,55","CF,CF","06,1C","06,0E","FD,F7","37,37"
5QjzywcSG4XLhNRt8unq,1360485.0,0.0,3785.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5qQY8mHGLFA1pZgWPOXM,64037.0,3.0,2604.0,21.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0
5QvCJULkphcYGge78RNs,12050.0,0.0,1523.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5R3hLjKfZMi8mYI2zVwb,12693.0,403.0,8489.0,866.0,0.0,0.0,1.0,3.0,1.0,6.0,3.0,1.0,13.0,315.0,0.0,291.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,26.0,2.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,9.0,0.0,1.0,0.0,5.0,1.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,11.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,9.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0
5scq0VdirPRF8DxUKbh1,1615.0,40.0,45536.0,463.0,13.0,5.0,8.0,0.0,1.0,1.0,1.0,2.0,10.0,123.0,0.0,575.0,0.0,3.0,1.0,10.0,5.0,0.0,9.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,1.0,5.0,8.0,11.0,10.0,8.0,12.0,1.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,1.0,2.0,8.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,11.0,6.0,7.0,6.0,11.0,1.0,2.0,1.0,0.0,10.0,2.0,3.0,8.0,10.0,0.0,17.0,15.0,9.0,1.0,9.0,10.0,0.0,0.0,11.0,9.0,9.0,1.0,8.0,0.0,2.0,0.0,1.0,12.0,0.0,10.0,1854.0,3.0,1.0,17.0,2.0,0.0,1.0,11.0,0.0,9.0,6.0,10.0,4.0,13.0,31.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,9.0,12.0,14.0,1.0,1.0,1.0,15.0,2.0,8.0,9.0,5.0,7.0,8.0,0.0,2.0,0.0,1.0,1.0,11.0,13.0,0.0,21.0,2.0,0.0,12.0,4.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,20.0,1.0,0.0,0.0,0.0,3.0,13.0,1.0,1.0,10.0,7.0,1.0,1.0,0.0,15.0
5sLXK39w4fkSzAVi1Q6U,216448.0,71.0,26268.0,1796.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,397.0,0.0,356.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1844.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,58.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,7350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
5W4u3pSRyDefEKhVNZms,8442.0,30.0,15324.0,71.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,24.0,0.0,56.0,2.0,1.0,3.0,1.0,0.0,2.0,54.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,19.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
5Xc0iAYjsG7ugxrZNIoS,13366.0,389.0,18428.0,4046.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,2038.0,0.0,749.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,11.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,11.0,2.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,61.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,2.0,1.0,10.0,9.0,1.0,0.0,10.0,2367.0,2.0,0.0,0.0,0.0,47.0,2.0,2.0,0.0,2.0,3.0,2.0,7.0,107.0,0.0,6.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,7.0,1.0,1.0,4.0,0.0,5.0,2.0,0.0,6.0,1.0,6.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,2706.0,0.0,0.0
5XPfYvNdQRIBJoWmj3Os,1360484.0,0.0,3981.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5xzWZR1OXkKjBTtPYVai,1400784.0,28.0,6140.0,118.0,36.0,8.0,10.0,12.0,17.0,12.0,13.0,13.0,11.0,276.0,17.0,23.0,6.0,7.0,15.0,16.0,20.0,6.0,10.0,14.0,4565.0,19.0,9.0,12.0,15.0,23.0,13.0,16.0,15.0,13.0,14.0,11.0,8.0,16.0,2232.0,12.0,16.0,12.0,23.0,13.0,9.0,11.0,15.0,7.0,11.0,7.0,15.0,14.0,8.0,12.0,21.0,9.0,7.0,12.0,9.0,15.0,13.0,20.0,9.0,10.0,14.0,20.0,20.0,23.0,15.0,10.0,16.0,16.0,41.0,15.0,13.0,23.0,14.0,12.0,17.0,44.0,10.0,10.0,15.0,12.0,12.0,9.0,16.0,11.0,8.0,13.0,17.0,14.0,11.0,11.0,13.0,9.0,17.0,10.0,14.0,13.0,12.0,20.0,9.0,13.0,6.0,9.0,11.0,14.0,13.0,15.0,15.0,6.0,6.0,9.0,13.0,1560.0,8.0,5.0,22.0,8.0,13.0,28.0,10.0,12.0,13.0,7.0,15.0,13.0,18.0,20.0,11.0,14.0,18.0,13.0,8.0,19.0,9.0,13.0,10.0,39.0,22.0,9.0,15.0,8.0,9.0,25.0,19.0,14.0,9.0,10.0,16.0,8.0,11.0,14.0,36.0,12.0,11.0,17.0,10.0,12.0,11.0,11.0,20.0,7.0,14.0,20.0,8.0,12.0,14.0,17.0
5YcQadwmPLqg72tvW8iS,11758.0,35.0,152985.0,36042.0,7.0,3.0,7.0,12.0,9.0,7.0,7.0,14.0,13.0,518.0,2.0,573.0,4.0,3.0,3.0,13.0,9.0,8.0,12.0,10.0,6.0,10.0,5.0,4.0,5.0,11.0,6.0,7.0,8.0,11.0,6.0,5.0,9.0,10.0,16.0,13.0,12.0,12.0,8.0,16.0,4.0,7.0,10.0,7.0,19.0,6.0,8.0,9.0,7.0,12.0,7.0,16.0,16.0,8.0,6.0,9.0,7.0,6.0,11.0,9.0,9.0,10.0,10.0,145.0,14.0,9.0,14.0,4.0,7.0,7.0,7.0,7.0,5.0,9.0,5.0,9.0,13.0,7.0,6.0,7.0,8.0,4.0,7.0,7.0,10.0,7.0,4.0,3.0,9.0,8.0,7.0,3.0,6.0,16.0,305.0,5.0,13.0,11.0,9.0,5.0,11.0,10.0,9.0,3.0,8.0,25.0,12.0,6.0,16.0,6.0,12.0,5.0,10.0,7.0,11.0,5.0,11.0,5.0,23.0,21.0,9.0,10.0,15.0,20.0,6.0,7.0,10.0,4.0,10.0,5.0,8.0,17.0,10.0,7.0,15.0,63.0,8.0,9.0,9.0,5.0,8.0,12.0,10.0,7.0,7.0,6.0,10.0,8.0,8.0,10.0,8.0,2.0,6.0,9.0,9.0,5.0,6.0,10.0,9.0,6.0,13.0,4.0,11.0,7.0,6.0,22.0
5yeOrl2fKasq6BnStQ4G,16297.0,204.0,10565.0,3102.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,58.0,423.0,2.0,378.0,1.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,5.0,0.0,9.0,2.0,0.0,0.0,23.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,8.0,2.0,4.0,2.0,1.0,0.0,33.0,4.0,0.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,0.0,2.0,968.0,1.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,6.0,2.0,0.0,0.0,4.0,2.0,4421.0,2.0,21.0,2.0,1.0,1.0,0.0,0.0,0.0,48.0,5.0,2.0,0.0,2.0,21.0,4.0,0.0,153.0,1.0,0.0,2955.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,1.0,0.0,0.0,4.0,64.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2957.0,0.0
5YhH9bwB2VyoukplmOQA,354.0,242.0,9517.0,78.0,1.0,6.0,9.0,1.0,4.0,7.0,4.0,3.0,7.0,6.0,3.0,69.0,5.0,2.0,4.0,15.0,6.0,4.0,3.0,11.0,2.0,3.0,4.0,3.0,2.0,11.0,6.0,2.0,4.0,9.0,3.0,5.0,3.0,3.0,4.0,14.0,1.0,15.0,3.0,12.0,2.0,1.0,1.0,14.0,6.0,4.0,7.0,8.0,15.0,14.0,5.0,5.0,9.0,3.0,3.0,14.0,6.0,2.0,8.0,4.0,13.0,8.0,5.0,4.0,7.0,5.0,32.0,2.0,0.0,5.0,6.0,11.0,11.0,5.0,4.0,6.0,9.0,3.0,8.0,8.0,6.0,8.0,5.0,5.0,5.0,4.0,3.0,8.0,5.0,7.0,7.0,23.0,6.0,6.0,13.0,0.0,8.0,5.0,13.0,14.0,1.0,14.0,3.0,1.0,1.0,8.0,13.0,17.0,6.0,3.0,9.0,3.0,9.0,8.0,5.0,3.0,4.0,4.0,4.0,11.0,10.0,7.0,7.0,14.0,3.0,3.0,7.0,10.0,5.0,4.0,4.0,5.0,10.0,5.0,8.0,3.0,10.0,1.0,6.0,6.0,4.0,8.0,10.0,12.0,10.0,5.0,6.0,4.0,6.0,4.0,4.0,11.0,5.0,2.0,11.0,1.0,4.0,14.0,27.0,2.0,9.0,3.0,7.0,6.0,3.0,6.0
5zYVF03NXadb7Gv64PqC,9898.0,1012.0,27126.0,9505.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,333.0,6902.0,2.0,1300.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,13.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,132.0,0.0,1.0,1.0,0.0,72.0,136.0,0.0,119.0,0.0,2.0,0.0,1.0,0.0,98.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,97.0,0.0,26.0,1.0,1.0,158.0,7.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,82.0,97.0,1.0,2.0,4.0,2.0,0.0,0.0,123.0,26.0,3.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,73.0,0.0,11.0,122.0,2.0,1.0,0.0,0.0,87.0,3.0,186.0,2.0,6.0,2.0,8.0,20.0,4.0,2.0,17.0,2.0,74.0,0.0,55.0,1.0,0.0,0.0,1.0,49.0,4.0,3.0,4.0,6.0,13.0,4.0,0.0,371.0,1.0,0.0,3.0,1.0,0.0,70.0,0.0,0.0,2.0,44.0,1.0,1.0,91.0,1.0,8.0,121.0,13.0,886.0,0.0,97.0,1.0,1.0,0.0,0.0,67.0,1.0,0.0,1.0,24.0,1.0,10.0,4.0,0.0,21.0,0.0,110.0,60.0,5.0,1.0
602shC5njSE4yHNZ3QFM,3601.0,153.0,286498.0,786.0,93.0,9.0,88.0,7.0,4.0,5.0,10.0,4.0,98.0,1030.0,6.0,1576.0,13.0,5.0,2.0,93.0,76.0,9.0,90.0,7.0,81.0,104.0,5.0,13.0,7.0,6.0,8.0,11.0,8.0,94.0,8.0,12.0,5.0,12.0,6.0,91.0,90.0,100.0,112.0,6.0,7.0,7.0,10.0,90.0,7.0,8.0,5.0,3.0,6.0,92.0,90.0,3.0,2.0,7.0,3.0,10.0,6.0,6.0,94.0,96.0,78.0,88.0,86.0,94.0,4.0,9.0,3.0,7.0,103.0,9.0,8.0,101.0,98.0,9.0,105.0,88.0,92.0,11.0,93.0,107.0,7.0,7.0,109.0,99.0,94.0,9.0,89.0,7.0,8.0,5.0,7.0,87.0,7.0,89.0,1209.0,7.0,9.0,104.0,5.0,3.0,6.0,246.0,6.0,87.0,110.0,88.0,85.0,88.0,105.0,5.0,13.0,11.0,91.0,8.0,6.0,6.0,94.0,102.0,118.0,94.0,3.0,13.0,10.0,90.0,5.0,118.0,76.0,12.0,91.0,87.0,8.0,4.0,9.0,12.0,10.0,92.0,97.0,2.0,100.0,14.0,11.0,77.0,93.0,97.0,11.0,12.0,93.0,4.0,1.0,10.0,107.0,113.0,12.0,6.0,9.0,8.0,6.0,113.0,8.0,6.0,83.0,89.0,3.0,12.0,4.0,91.0
60C4Kupa7OAXWcjTQIqy,2175024.0,13.0,3338.0,63.0,16.0,15.0,9.0,10.0,15.0,16.0,12.0,17.0,11.0,152.0,6.0,30.0,10.0,11.0,6.0,13.0,15.0,15.0,6.0,8.0,300.0,10.0,11.0,9.0,13.0,10.0,15.0,9.0,10.0,9.0,14.0,16.0,8.0,10.0,356.0,10.0,15.0,14.0,12.0,13.0,11.0,14.0,11.0,9.0,11.0,7.0,9.0,9.0,5.0,7.0,12.0,8.0,16.0,11.0,8.0,6.0,12.0,13.0,9.0,12.0,9.0,13.0,17.0,23.0,12.0,15.0,11.0,15.0,16.0,13.0,13.0,11.0,11.0,14.0,12.0,19.0,13.0,9.0,10.0,16.0,11.0,6.0,8.0,18.0,21.0,5.0,10.0,8.0,14.0,8.0,9.0,14.0,4.0,17.0,16.0,11.0,18.0,12.0,15.0,8.0,11.0,13.0,15.0,7.0,9.0,13.0,5.0,12.0,16.0,8.0,6.0,262.0,8.0,11.0,10.0,12.0,10.0,15.0,11.0,10.0,14.0,9.0,16.0,15.0,11.0,12.0,14.0,13.0,13.0,8.0,11.0,8.0,12.0,13.0,4.0,6.0,19.0,7.0,11.0,12.0,13.0,23.0,15.0,6.0,11.0,6.0,17.0,10.0,8.0,22.0,13.0,6.0,15.0,13.0,10.0,10.0,10.0,11.0,7.0,7.0,12.0,4.0,10.0,10.0,9.0,9.0
60q1Io2usSnJWyNpzDlA,193.0,166.0,26339.0,1369.0,0.0,1.0,2.0,4.0,1.0,4.0,22.0,2.0,6.0,139.0,1.0,335.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,0.0,3.0,14.0,1.0,0.0,48.0,0.0,6.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,22.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,13.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,26.0,0.0,1.0,1.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,61.0,1.0,3.0,21.0,6.0,3.0,7.0,0.0,1.0,2.0,26.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,1.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
61ZG4u8AIUrOMNRYf0sC,357.0,11.0,7134.0,1040.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,336.0,2.0,371.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,7.0,0.0,7.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,22.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,80.0,0.0,0.0,2.0,1.0,1.0,5097.0,2.0,0.0,9.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,1.0,9.0,2.0,0.0,0.0,6340.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
